user_id,timestamp,is_gone,correct,wrong,discovered,passed,started_attempt,viewed,unique_days,passed_course
360,1516776552,True,0.0,0.0,1,0,1,1,1,False
361,1513680158,True,15.0,31.0,39,38,16,131,20,False
362,1499272519,True,0.0,0.0,1,1,0,1,1,False
364,1526767723,False,10.0,21.0,35,34,11,101,4,False
365,1490705267,True,0.0,0.0,27,18,0,29,1,False
368,1436208461,True,2.0,0.0,10,9,2,18,1,False
369,1497276025,True,69.0,149.0,198,191,101,420,18,True
370,1475340828,True,0.0,0.0,3,1,0,6,2,False
371,1501677251,True,0.0,0.0,1,1,0,1,1,False
372,1469336303,True,0.0,0.0,1,1,0,1,1,False
374,1455271939,True,0.0,0.0,1,1,0,1,1,False
376,1438976981,True,0.0,0.0,1,1,0,1,1,False
377,1471485021,True,0.0,0.0,1,0,0,1,1,False
378,1522296388,True,0.0,0.0,1,1,0,1,1,False
379,1520342556,True,24.0,28.0,65,65,27,173,14,False
380,1475505370,True,0.0,0.0,1,0,0,4,2,False
381,1440573756,True,0.0,0.0,2,2,0,2,1,False
383,1498451982,True,78.0,129.0,198,193,116,1017,60,True
384,1485103859,True,0.0,0.0,2,2,0,2,1,False
385,1523351359,True,3.0,25.0,24,20,9,37,3,False
387,1488915275,True,15.0,20.0,45,43,16,60,6,False
390,1476738631,True,0.0,0.0,1,0,1,1,1,False
392,1519030223,True,0.0,0.0,1,1,0,1,1,False
393,1459453482,True,0.0,0.0,1,1,0,1,1,False
394,1442698036,True,2.0,1.0,11,10,3,14,1,False
395,1436434400,True,76.0,40.0,193,193,104,291,13,True
396,1446534961,True,0.0,0.0,1,1,0,1,1,False
397,1518887314,True,2.0,0.0,13,12,3,20,4,False
398,1518337725,True,0.0,0.0,5,4,1,12,2,False
399,1519820323,True,75.0,140.0,197,187,124,476,23,True
401,1510873066,True,0.0,0.0,1,1,0,1,1,False
402,1475348637,True,0.0,0.0,1,1,0,2,1,False
403,1458644739,True,0.0,0.0,1,1,0,1,1,False
404,1436348575,True,0.0,1.0,46,35,1,48,2,False
405,1442771330,True,0.0,0.0,1,1,0,1,1,False
407,1480522235,True,52.0,168.0,134,128,100,497,12,False
408,1486974278,True,0.0,0.0,1,1,0,1,1,False
410,1467723741,True,2.0,2.0,67,50,8,329,5,False
412,1523573813,True,2.0,0.0,13,12,3,20,6,False
413,1500544728,True,8.0,3.0,27,27,8,59,9,False
415,1472125843,True,0.0,0.0,1,1,0,1,1,False
416,1469709312,True,0.0,0.0,1,1,0,1,1,False
420,1489091692,True,10.0,7.0,35,32,12,64,3,False
422,1454403470,True,73.0,127.0,188,186,92,565,20,True
426,1458326602,True,0.0,0.0,1,0,0,1,1,False
427,1481304391,True,7.0,1.0,22,22,7,22,1,False
428,1521736242,True,3.0,12.0,109,93,30,138,5,False
429,1523453672,True,0.0,0.0,1,1,0,1,1,False
431,1464297304,True,0.0,0.0,1,1,0,1,1,False
432,1445450562,True,2.0,0.0,10,10,2,11,2,False
433,1461084033,True,1.0,1.0,4,4,1,5,1,False
434,1448670378,True,8.0,26.0,30,28,9,47,7,False
435,1509112169,True,8.0,21.0,27,27,8,58,11,False
436,1473406667,True,0.0,0.0,2,2,0,3,2,False
437,1507123262,True,76.0,67.0,198,197,90,410,15,True
438,1455129900,True,7.0,19.0,23,22,8,36,4,False
439,1440176310,True,8.0,24.0,29,28,13,118,6,False
440,1471194894,True,4.0,0.0,23,21,4,36,2,False
442,1487714726,True,25.0,134.0,91,81,74,348,45,False
443,1508239037,True,71.0,17.0,184,182,78,674,37,True
444,1475873512,True,1.0,0.0,21,20,2,28,2,False
445,1435518528,True,15.0,15.0,40,39,17,76,6,False
446,1471529823,True,35.0,61.0,82,81,43,246,15,False
447,1466487453,True,0.0,0.0,3,2,0,3,1,False
449,1446501313,True,0.0,0.0,4,3,0,4,1,False
450,1507158986,True,3.0,0.0,12,12,3,15,5,False
451,1518162502,True,0.0,0.0,1,1,0,1,1,False
452,1437414309,True,0.0,0.0,1,1,0,1,1,False
453,1509565443,True,75.0,19.0,193,193,82,359,9,True
454,1465897584,True,0.0,0.0,10,9,0,13,1,False
455,1472162176,True,0.0,0.0,3,2,0,5,1,False
456,1436205607,True,0.0,0.0,1,1,0,1,1,False
457,1437250177,True,0.0,0.0,1,0,0,1,1,False
458,1509558449,True,0.0,0.0,23,23,0,27,3,False
459,1524325734,False,0.0,0.0,8,8,0,11,2,False
461,1526630610,False,42.0,19.0,114,112,55,209,15,False
463,1497494995,True,2.0,0.0,6,6,2,6,1,False
464,1493163132,True,0.0,0.0,5,5,0,7,1,False
466,1434344061,True,0.0,0.0,1,1,0,1,1,False
468,1434404943,True,2.0,0.0,11,11,2,11,1,False
469,1519590095,True,0.0,0.0,1,0,0,1,1,False
472,1498736552,True,33.0,63.0,122,106,39,451,17,False
473,1476647935,True,0.0,0.0,3,3,0,6,1,False
475,1450697257,True,0.0,0.0,1,1,0,1,1,False
477,1451037845,True,1.0,0.0,64,52,2,94,5,False
478,1506349403,True,0.0,0.0,1,1,0,2,2,False
479,1497946908,True,0.0,0.0,1,1,0,1,1,False
480,1482997341,True,0.0,0.0,1,0,0,1,1,False
481,1456166908,True,8.0,4.0,24,24,8,31,3,False
482,1495008746,True,13.0,47.0,106,79,41,121,6,False
484,1519682506,True,0.0,0.0,6,6,0,6,1,False
488,1436904692,True,78.0,103.0,193,193,100,418,22,True
489,1476810031,True,3.0,0.0,14,13,3,20,1,False
490,1520600325,True,20.0,9.0,54,54,20,90,7,False
491,1490883663,True,0.0,0.0,17,15,0,27,1,False
492,1514196889,True,0.0,0.0,1,1,0,1,1,False
493,1450623938,True,1.0,1.0,20,13,6,47,6,False
494,1526380797,False,0.0,0.0,1,1,0,1,1,False
495,1434362194,True,2.0,2.0,10,10,4,10,1,False
496,1510517421,True,26.0,42.0,128,105,60,209,7,False
497,1471708984,True,0.0,0.0,1,1,0,4,4,False
499,1478267259,True,0.0,0.0,1,1,0,1,1,False
500,1511850586,True,0.0,0.0,1,1,0,4,3,False
501,1446327725,True,12.0,11.0,38,35,13,48,3,False
502,1473860411,True,19.0,49.0,56,51,22,152,4,False
505,1460842989,True,8.0,13.0,25,25,8,35,3,False
506,1482043029,True,9.0,26.0,42,38,17,119,7,False
507,1435040185,True,0.0,0.0,1,0,0,1,1,False
508,1479580261,True,65.0,114.0,167,165,89,366,26,False
509,1522175308,True,9.0,12.0,30,30,10,128,57,False
510,1513427771,True,19.0,11.0,68,58,30,138,8,False
512,1519309905,True,25.0,19.0,65,62,36,141,11,False
513,1505884418,True,0.0,0.0,1,1,0,2,1,False
514,1437341400,True,0.0,0.0,1,1,0,2,2,False
515,1440069601,True,0.0,0.0,1,1,0,1,1,False
517,1511714715,True,9.0,3.0,28,28,10,38,3,False
518,1526453578,False,0.0,0.0,1,1,0,1,1,False
519,1481483368,True,29.0,62.0,67,67,49,135,18,False
520,1486855889,True,9.0,2.0,28,28,9,28,1,False
521,1471893731,True,2.0,0.0,10,9,3,10,1,False
523,1526765860,False,31.0,41.0,69,69,37,226,12,False
524,1521054280,True,1.0,0.0,52,43,4,79,5,False
525,1514359682,True,9.0,6.0,31,30,11,90,17,False
526,1511884152,True,0.0,0.0,1,1,0,1,1,False
527,1517681259,True,0.0,0.0,1,0,1,1,1,False
528,1503695562,True,76.0,42.0,198,198,79,292,34,True
529,1451764100,True,0.0,0.0,1,0,0,1,1,False
531,1515310207,True,0.0,0.0,1,1,0,1,1,False
532,1496851015,True,0.0,0.0,2,1,0,2,1,False
533,1452513822,True,1.0,0.0,2,1,1,3,1,False
535,1521549422,True,0.0,0.0,1,1,0,3,1,False
536,1465149818,True,0.0,0.0,1,1,0,1,1,False
537,1474551529,True,0.0,0.0,16,16,1,16,3,False
539,1437986827,True,1.0,0.0,4,2,1,10,1,False
540,1522350304,True,0.0,0.0,1,1,0,1,1,False
541,1496571938,True,13.0,10.0,39,38,15,214,6,False
542,1503742947,True,41.0,53.0,116,109,64,189,10,False
544,1504529185,True,9.0,3.0,63,53,15,73,4,False
545,1511572670,True,0.0,0.0,1,0,1,1,1,False
546,1500281494,True,0.0,0.0,2,0,2,2,1,False
547,1439213385,True,0.0,0.0,1,1,0,1,1,False
548,1483887142,True,2.0,0.0,12,12,2,24,10,False
549,1526392692,False,0.0,0.0,1,1,0,1,1,False
550,1480541064,True,2.0,0.0,11,11,2,12,1,False
551,1446503962,True,12.0,4.0,33,33,15,45,3,False
552,1499893131,True,3.0,1.0,15,14,4,19,2,False
553,1437679395,True,74.0,71.0,193,189,107,555,21,True
555,1436137240,True,6.0,4.0,18,18,6,24,1,False
556,1501215010,True,0.0,0.0,13,12,1,22,1,False
559,1505208886,True,0.0,0.0,1,0,1,1,1,False
560,1522321616,True,79.0,62.0,198,198,105,468,25,True
562,1524298718,False,0.0,0.0,1,1,0,1,1,False
563,1485814415,True,0.0,0.0,1,1,0,1,1,False
564,1481359686,True,14.0,9.0,34,34,15,61,2,False
566,1524338022,False,0.0,0.0,1,1,0,1,1,False
568,1475765241,True,6.0,2.0,33,29,6,72,12,False
569,1520599004,True,74.0,123.0,196,194,118,396,16,True
572,1495481611,True,75.0,70.0,193,193,86,297,28,True
573,1436432154,True,5.0,6.0,16,16,5,30,2,False
576,1487884001,True,74.0,111.0,195,193,107,452,20,True
577,1524814214,False,4.0,0.0,15,14,5,30,2,False
580,1518249091,True,1.0,0.0,4,4,1,6,3,False
581,1511385875,True,2.0,0.0,16,16,2,27,3,False
582,1520712213,True,0.0,0.0,46,40,6,54,2,False
585,1500377891,True,0.0,0.0,1,0,1,1,1,False
587,1448518453,True,51.0,34.0,130,129,56,219,5,False
589,1506598399,True,83.0,195.0,198,194,118,927,87,True
590,1521871728,True,3.0,3.0,14,13,5,21,3,False
591,1495916052,True,89.0,118.0,194,194,126,475,32,True
592,1445694145,True,0.0,0.0,2,1,0,2,1,False
594,1522053198,True,72.0,70.0,192,188,90,745,82,True
595,1472373921,True,2.0,0.0,9,8,2,18,6,False
596,1475271213,True,9.0,8.0,26,25,11,45,2,False
597,1458598212,True,0.0,0.0,19,12,1,129,60,False
598,1448229598,True,0.0,0.0,1,1,0,1,1,False
603,1517642745,True,0.0,0.0,1,1,0,1,1,False
604,1469022438,True,75.0,45.0,194,192,95,314,9,True
605,1526064003,False,72.0,260.0,191,187,108,554,21,True
606,1508965551,True,28.0,12.0,76,75,30,182,7,False
607,1523384775,True,0.0,0.0,2,1,1,2,1,False
608,1471971231,True,9.0,50.0,31,30,9,68,5,False
609,1514746018,True,10.0,27.0,47,40,19,85,7,False
610,1512134811,True,1.0,1.0,7,6,3,11,1,False
612,1443466930,True,0.0,0.0,7,5,1,7,1,False
614,1524642278,False,0.0,0.0,1,1,0,1,1,False
616,1483655842,True,1.0,2.0,20,16,3,25,1,False
617,1525941716,False,0.0,0.0,2,2,0,2,1,False
618,1452280523,True,20.0,6.0,58,57,20,104,7,False
620,1523093789,True,10.0,2.0,172,132,50,176,1,False
621,1445435802,True,0.0,0.0,5,3,1,5,1,False
622,1443295157,True,2.0,0.0,6,6,2,6,1,False
623,1474572385,True,0.0,0.0,1,0,0,1,1,False
624,1465988631,True,1.0,0.0,3,4,2,3,1,False
626,1517292782,True,0.0,0.0,1,1,0,1,1,False
629,1491314253,True,2.0,2.0,10,10,4,20,3,False
630,1525025890,False,24.0,45.0,66,64,39,124,2,False
631,1488600586,True,0.0,0.0,1,0,0,1,1,False
632,1518036406,True,33.0,31.0,97,95,36,188,13,False
633,1458063770,True,0.0,0.0,1,0,0,1,1,False
634,1510987765,True,8.0,1.0,25,24,9,28,2,False
635,1522123596,True,68.0,785.0,198,189,213,1907,57,True
636,1519713756,True,0.0,0.0,1,1,0,1,1,False
637,1523089279,True,29.0,32.0,79,76,32,202,13,False
638,1464241780,True,66.0,207.0,193,184,103,443,18,True
639,1508992284,True,0.0,0.0,1,1,0,1,1,False
640,1486549774,True,0.0,0.0,1,1,0,1,1,False
641,1505725687,True,0.0,0.0,1,1,0,1,1,False
643,1513613406,True,76.0,812.0,195,195,101,985,49,True
644,1468336830,True,2.0,1.0,6,6,3,6,1,False
645,1523199116,True,7.0,16.0,119,84,39,194,5,False
646,1515610175,True,0.0,0.0,3,2,1,3,1,False
648,1450768782,True,1.0,8.0,7,6,9,8,1,False
649,1435938390,True,0.0,0.0,8,6,0,8,1,False
651,1493824410,True,4.0,6.0,57,42,9,77,2,False
652,1516326704,True,0.0,0.0,1,1,0,1,1,False
653,1509098349,True,2.0,2.0,6,6,4,6,1,False
654,1476138685,True,0.0,0.0,1,1,0,1,1,False
655,1508187200,True,9.0,4.0,29,29,9,37,2,False
656,1486122441,True,0.0,0.0,3,3,0,3,1,False
657,1470836736,True,7.0,7.0,26,25,9,35,3,False
658,1445888033,True,0.0,0.0,1,1,0,1,1,False
660,1504706434,True,2.0,0.0,10,10,2,11,1,False
661,1489422173,True,74.0,42.0,190,187,81,364,26,True
662,1517502728,True,0.0,0.0,44,37,7,47,5,False
663,1495925239,True,0.0,0.0,2,1,0,4,1,False
